GCA_000251025.1 Salmonella_enterica
GCA_000315815.2 Kocuria_palustris
GCA_013463485.1 Stenotrophomonas_maltophilia_P
GCA_000963255.1 Streptococcus_[pseudopneumoniae,infantis,sp001553685]
GCA_000685055.1 Paraburkholderia_fungorum
GCA_000300455.4 Kosakonia_[sacchari,sp000410515,pseudosacchari]
GCA_905203815.1 CAG-41_sp900066215
GCA_000471705.1 Bordetella_trematum
GCA_000184325.1 Vibrio_furnissii
GCA_000235625.2 Marinobacter_[flavimaris,adhaerens,manganoxydans]
GCA_000283415.2 Anoxybacillus_[ayderensis,gonensis]
GCA_008704935.1 Streptomyces_[katrae,vinaceus,roseus,sp000717915]
GCA_000718475.1 Microbispora_[catharanthi,hainanensis,rosea,sp002027145]
GCA_002934235.1 Clostridium_L_algidicarnis
GCA_903878775.1 Methylovulum_sp903944165
GCA_000590495.2 Pandoraea_pnomenusa
GCA_000583045.1 Ensifer_adhaerens_A
GCA_000526395.1 Aminobacterium_mobile
GCA_001544115.1 Enterococcus_A_raffinosus
GCA_000427235.1 Lysinibacillus_sphaericus
GCA_000347695.1 Bifidobacterium_thermophilum
GCA_000368485.1 Acinetobacter_guillouiae
GCA_000007005.1 Saccharolobus_solfataricus
GCA_002812085.1 Leptospira_A_levettii
GCA_003481145.1 ER4_sp000765235
GCA_000009725.1 Synechocystis_sp000284455
GCA_001664085.1 Rhizobium_esperanzae
GCA_009690945.1 Aquarickettsia_rohweri
GCA_001591125.1 Vibrio_mediterranei
GCA_900467735.1 Rhizobium_sp900466475
GCA_001270575.1 Streptomyces_[sp900187385,angustmyceticus,decoyicus]
GCA_900539335.1 Enterocloster_sp000431375
GCA_000210015.1 Blautia_A_[obeum,sp900120195,sp900066355]
GCA_001598935.1 Parageobacillus_toebii
GCA_014698495.1 Nostoc_linckia
GCA_000384275.1 Micromonospora_arenicola
GCA_000006625.1 Ureaplasma_parvum
GCA_017304035.1 Thiomonas_arsenitoxydans
GCA_002009645.1 Gordonia_sp002009645
GCA_003045825.1 UBA10364_sp003045825
GCA_002508475.1 Methanosarcina_sp002499445
GCA_013004065.1 Limnobacter_sp002954425
GCA_001524505.1 Burkholderia_pseudomultivorans
GCA_009922565.1 UBA12225_sp002347925
GCA_903865435.1 Sediminibacterium_sp903865435
GCA_903827215.1 UBA8401_sp903861125
GCA_903825845.1 UBA953_sp903840355
GCA_903928245.1 PALSA-1004_sp903889565
GCA_903819845.1 CAIQEU01_sp903870905
GCA_001591765.1 Lactococcus_A_raffinolactis
GCA_905200085.1 Prevotella_sp900313215
GCA_004402695.1 Cryobacterium_zongtaii
GCA_900317845.1 RC9_sp900317845
GCA_902756595.1 Prevotella_sp900318625
GCA_902770115.1 Prevotella_sp900316645
GCA_900316365.1 UBA733_sp900316365
GCA_902782485.1 Prevotella_sp900315095
GCA_000154805.1 Erysipelatoclostridium_spiroforme
GCA_902799215.1 Prevotella_sp900314945
GCA_002140795.1 Vagococcus_fluvialis
GCA_000069945.1 Corynebacterium_urealyticum
GCA_001320045.1 Pseudomonas_E_qingdaonensis
GCA_011016125.1 Clostridium_F_sp001276215
GCA_002006815.1 Synechococcus_D_lacustris
GCA_018647045.1 g__specI_v4_01215_s__specI_v4_01215
GCA_018655125.1 UBA9145_s__specI_v4_01216
GCA_018674495.1 GCA-2687515_s__specI_v4_01217
GCA_018648495.1 NIOZ-UU100_s__specI_v4_01218
GCA_018644645.1 g__specI_v4_01219_s__specI_v4_01219
GCA_905205005.1 ER4_sp900317525
GCA_018130065.1 Bradyrhizobium_s__specI_v4_01221
GCA_000008305.1 Mesoplasma_florum
GCA_001894805.1 Rhodococcus_globerula
GCA_003712035.1 Roseitalea_stylonematis
GCA_902833905.1 Paraburkholderia_tuberum
GCA_000213575.1 Dysgonomonas_sp900079735
GCA_000213805.1 Pseudomonas_E_[fulva,straminea,sp001945445]
GCA_001829965.1 UBA2284_sp001830045
GCA_017851985.1 Casp-actino5_s__specI_v4_01229
GCA_002574545.1 Gottfriedia_[sp002564465,acidiceleris,luciferensis]
GCA_001456255.1 Vibrio_natriegens
GCA_001675165.1 Clostridium_B_ljungdahlii
GCA_000607245.1 Bartonella_bacilliformis
GCA_000155995.1 Enterobacter_cancerogenus
GCA_000273175.1 Bacteroides_nordii
GCA_900239185.1 Tenacibaculum_dicentrarchi_C
GCA_015594455.1 Staphylococcus_kloosii
GCA_001809535.1 Aerococcus_sanguinicola
GCA_900473895.1 Synechococcus_E_sp002724845
GCA_900114245.1 Pseudovibrio_sp900143565
GCA_001667905.1 Mycobacterium_colombiense_B
GCA_001404295.1 Roseibium_album
GCA_007786435.1 Mycobacterium_porcinum
GCA_001423425.1 Neorhizobium_soli
GCA_012689365.1 Vibrio_aestuarianus
GCA_002236105.1 Pseudomonas_E_umsongensis
GCA_002211225.1 Mameliella_alba
GCA_000011605.1 Pectobacterium_atrosepticum
GCA_000023605.1 Pectobacterium_aroidearum
GCA_000382365.1 Pannonibacter_indicus
GCA_004359625.1 Macrococcus_B_canis
GCA_900112945.1 Methylobacterium_aquaticum_B
GCA_000318335.2 Pauljensenia_sp000308055
GCA_001274775.1 Rossellomorea_marisflavi
GCA_001436775.1 Lactobacillus_acetotolerans
GCA_000478365.1 Herbaspirillum_huttiense
GCA_001591345.1 Variovorax_boronicumulans
GCA_001629705.2 Fictibacillus_[phosphorivorans]
GCA_006363875.1 Sphingobium_fuliginis
GCA_000723565.1 Bombella_apis
GCA_000378065.1 Porphyromonas_gulae
GCA_000759065.1 Oligella_urethralis
GCA_002272675.1 Terribacillus_saccharophilus
GCA_000718525.1 Streptomyces_[filamentosus,hydrogenans,sp012927245]
GCA_007680025.1 Paenibacillus_cellulositrophicus_A
GCA_000375525.1 Corynebacterium_propinquum
GCA_000184535.1 Companilactobacillus_farciminis
GCA_000511405.1 Paenibacillus_H_larvae
GCA_002159615.1 Phocaeicola_sp002161565
GCA_002222595.2 Blautia_hansenii
GCA_000226455.1 Streptomyces_[chartreusis,coeruleorubidus,caelestis]
GCA_000522505.1 Bifidobacterium_moukalabense
GCA_000381505.1 Thioalkalivibrio_versutus
GCA_000364285.1 Helicobacter_bilis
GCA_000344155.1 Gordonia_paraffinivorans
GCA_003762665.1 Muribaculum_sp002492595
GCA_000046845.1 Acinetobacter_baylyi
GCA_000225505.1 Gordonia_[alkanivorans,rubripertincta,namibiensis]
GCA_905208315.1 Ruminococcus_E_sp003526955
GCA_002968565.1 Neorhizobium_tomejilense
GCA_003473755.1 Amedibacterium_intestinale
GCA_000195735.1 Rickettsia_prowazekii
GCA_000160815.2 Erysipelothrix_rhusiopathiae
GCA_900100445.1 Mucilaginibacter_gossypii
GCA_000385525.1 Burkholderia_humptydooensis
GCA_000820145.1 Aeromonas_sobria
GCA_002325155.1 Methylophaga_sp002696735
GCA_003333465.1 Oceanobacillus_caeni
GCA_000007325.1 Fusobacterium_nucleatum
GCA_000010185.1 Finegoldia_magna_H
GCA_003094535.1 Thiodiazotropha_sp003094535
GCA_910579025.1 Duncaniella_muris
GCA_000237885.2 Pseudomonas_A_stutzeri_AC
GCA_003934335.1 Streptococcus_suis_V
GCA_003478405.1 Faecalibacterium_prausnitzii_E
GCA_003149585.1 Vulcanococcus_sp000179255
GCA_014235765.1 Pseudomonas_E_sp900596015
GCA_000159235.2 Fannyhessea_vaginae
GCA_002410345.1 Proteiniphilum_sp002410345
GCA_001591005.1 Sphingomonas_sanguinis
GCA_000739895.2 Sphingomonas_paucimobilis
GCA_900142265.1 Anaerotignum_[lactatifermentans,sp001304995]
GCA_002723475.1 Malaciobacter_marinus
GCA_903945175.1 CAIVAT01_sp903945175
GCA_903938485.1 KS41_sp903938485
GCA_903905995.1 CAITNM01_sp903893805
GCA_903832775.1 Methylobacter_A_sp903832775
GCA_903923025.1 Pseudolabrys_sp903839845
GCA_903949285.1 CAINMN01_sp903949285
GCA_002399155.1 UBA1032_sp002410505
GCA_003045765.1 Halomonas_litopenaei
GCA_000156175.1 Collinsella_intestinalis
GCA_002705835.1 Mycobacterium_persicum
GCA_000173775.1 Yersinia_rohdei
GCA_900101015.1 CAG-791_sp900101015
GCA_013427035.1 Allorhizobium_vitis
GCA_000147815.3 Streptomyces_antimycoticus
GCA_002160815.1 Massiliomicrobiota_sp002160815
GCA_000725795.1 Streptomyces_[bauhiniae,griseoluteus]
GCA_000007205.1 Chlamydophila_pneumoniae
GCA_001592245.1 Cupriavidus_oxalaticus
GCA_000376925.1 Thioalkalivibrio_sp000378305
GCA_000020025.1 Nostoc_sp003326245
GCA_003603405.1 Streptococcus_koreensis
GCA_018650245.1 TCS55_s__specI_v4_01328
GCA_018645325.1 Desulfobacula_s__specI_v4_01329
GCA_002007485.1 Bartonella_apis_A
GCA_012843865.1 Corynebacterium_stationis
GCA_904397905.1 Clostridium_Q_saccharolyticum_A
GCA_017857715.1 UBA4588_sp002387605
GCA_000008245.1 Mycoplasmopsis_A_synoviae
GCA_017744185.1 Erythrobacter_A_flavus
GCA_003048495.1 Campylobacter_A_concisus_I
GCA_000328865.1 Spiroplasma_citri
GCA_000092885.1 Paraburkholderia_sp000092885
GCA_000216255.3 Leptospira_noguchii
GCA_002013895.1 Mycobacterium_franklinii
GCA_016710015.1 PHOS-HE28_s__specI_v4_01342
GCA_000695585.1 Gilliamella_bombi
GCA_000164395.1 Komagataeibacter_hansenii
GCA_002217245.1 Flavobacterium_columnare_A
GCA_000013345.1 Frankia_casuarinae
GCA_000220235.1 Prevotella_nigrescens
GCA_001896565.1 UBA2256_sp001603165
GCA_000155205.1 Mediterraneibacter_lactaris
GCA_900185615.1 Photobacterium_[aquimaris,malacitanum]
GCA_000420505.1 Alloscardovia_omnicolens
GCA_002197985.1 Pseudomonas_D_aestusnigri
GCA_006954385.1 Methanomethylophilus_sp001481295
GCA_018363465.1 Clostridium_neonatale
GCA_001447995.1 Maribacter_dokdonensis
GCA_016106565.1 Nitrotoga_sp002470125
GCA_019218805.1 Acidovorax_sp001411535
GCA_013032145.1 Ruegeria_atlantica_A
GCA_001438685.1 Fructilactobacillus_lindneri
GCA_000242715.2 Streptomyces_acidiscabies
GCA_900469615.1 Rhizobium_sp900469615
GCA_007828605.1 Pantoea_allii
GCA_018658505.1 SHAN690_sp009937235
GCA_009837345.1 Bin134_sp009842675
GCA_000238215.1 Tannerella_forsythia
GCA_009363615.1 Ruegeria_sp009363615
GCA_000988615.1 Moraxella_ovis
GCA_000178395.2 Parageobacillus_thermoglucosidasius
GCA_011761775.1 Xanthomonas_cannabis
GCA_000009845.1 Phytoplasma_sp000009845
GCA_002497065.1 UBA509_sp002498845
GCA_000146755.1 Streptococcus_oralis
GCA_014076995.1 Cognaticolwellia_sp014077005
GCA_001908175.1 Exiguobacterium_sp001908175
GCA_002082605.1 Kitasatospora_aureofaciens
GCA_001643975.1 Campylobacter_lawsonii
GCA_904846095.1 Psychrobacter_okhotskensis
GCA_005845265.1 Hungatella_sp005845265
GCA_000342105.1 Bacillus_sonorensis
GCA_000431035.1 Phil1_sp001940855
GCA_004793585.1 CAG-56_sp004793585
GCA_001435655.1 Lactiplantibacillus_paraplantarum
GCA_000379965.1 Prevotella_nanceiensis
GCA_004292775.1 Microcoleus_sp004292955
GCA_000250595.1 Pseudomonas_E_sp000346225
GCA_002505605.1 Methanobrevibacter_sp900314635
GCA_000176035.2 Mesorhizobium_opportunistum
GCA_000258205.1 Rothia_aeria
GCA_019685125.1 Rhizobium_s__specI_v4_01389
GCA_000021345.1 Rhizobium_acidisoli
GCA_000159175.1 Lentilactobacillus_hilgardii
GCA_902497995.1 Pseudomonas_E_[silesiensis,fluorescens,sp002029345]
GCA_016918385.1 Pseudomonas_E_palleroniana
GCA_002499755.1 Methanoculleus_sp002508705
GCA_001593385.1 Chryseobacterium_[cucumeris,sp003182335,indologenes,sp003347605]
GCA_003461845.1 Schaedlerella_sp900066545
GCA_000185745.1 Taylorella_equigenitalis
GCA_001244405.1 Muricomes_contortus_B
GCA_000253235.1 Streptomyces_[venezuelae,sp001905825,aureus,flavochromogenes,sp008042145,zaomyceticus]
GCA_003142185.1 Bog-375_sp003142185
GCA_002495805.1 Methanobacterium_A_sp002494495
GCA_003612795.1 Halomonas_alkaliphila_A
GCA_001435425.1 Loigolactobacillus_coryniformis
GCA_000307145.1 Actinobacillus_suis
GCA_002433365.1 Lysinimonas_A_sp002325245
GCA_002398145.1 UBA5409_sp002410615
GCA_017527755.1 Treponema_D_sp900316905
GCA_900314815.1 Prevotella_sp900314755
GCA_014897785.1 Psychrobacter_sp001652315
GCA_902776355.1 RUG306_sp900316075
GCA_903891555.1 Humidesulfovibrio_sp903843965
GCA_903827245.1 CAIUWA01_sp903827245
GCA_903881885.1 UBA5216_sp903893565
GCA_903853095.1 GCA-2753465_sp903901225
GCA_903855745.1 UBA4417_sp903822525
GCA_903838125.1 Methylotenera_sp903882525
GCA_903883415.1 CAIQIQ01_sp903871935
GCA_905192555.1 CAG-510_sp000434615
GCA_002432305.1 Treponema_D_sp002437725
GCA_001494645.1 Caecibacter_massiliensis
GCA_002251295.1 Prevotella_sp002251295
GCA_902765335.1 Prevotella_sp900318795
GCA_902781155.1 Sodaliphilus_sp900318065
GCA_009557455.1 Alistipes_A_sp900240235
GCA_002496705.1 Cuniculiplasma_divulgatum
GCA_001434985.1 Companilactobacillus_paralimentarius
GCA_002161525.1 Sellimonas_sp002161525
GCA_000027225.1 Xenorhabdus_bovienii
GCA_905215475.1 CAG-103_sp900543625
GCA_018815445.1 RCIZ01_s__specI_v4_01430
GCA_018650795.1 JABMPR01_s__specI_v4_01431
GCA_018658015.1 LS-NOB_s__specI_v4_01432
GCA_018673955.1 UBA1328_s__specI_v4_01433
GCA_002020115.1 Thioclava_sediminum
GCA_014925285.1 Pseudoalteromonas_lipolytica
GCA_018646605.1 MS024-2A_sp000173095
GCA_006334025.1 Mycoplasmopsis_A_pullorum
GCA_001590615.2 Legionella_pascullei
GCA_000022905.1 Corynebacterium_sp001807205
GCA_000160675.1 Granulicatella_adiacens
GCA_000738195.1 Corynebacterium_jeikeium_A
GCA_012276715.1 Streptococcus_alactolyticus
GCA_016711705.1 OLB8_s__specI_v4_01443
GCA_016709385.1 Rubrivivax_s__specI_v4_01444
GCA_016714365.1 UBA3362_s__specI_v4_01445
GCA_000261825.1 Bradyrhizobium_yuanmingense
GCA_902768855.1 Methanobrevibacter_B_sp900314605
GCA_001730535.1 Campylobacter_A_pinnipediorum
GCA_001995345.1 Salinivibrio_proteolyticus
GCA_011048285.1 Pseudomonas_E_[sp900585815,graminis]
GCA_000219535.3 Brevibacillus_B_halotolerans
GCA_002270465.1 Blautia_coccoides_A
GCA_018854825.1 Acidithiobacillus_ferrooxidans_A
GCA_013004275.1 Acinetobacter_sp002135195
GCA_017744235.1 Erythrobacter_A_sp001635685
GCA_019249625.1 Hydrotalea_flava
GCA_001611975.1 Haematospirillum_jordaniae
GCA_001515505.1 Leclercia_adecarboxylata
GCA_002371265.1 UBA1723_sp002371265
GCA_001586235.1 Corynebacterium_simulans
GCA_000156015.1 Butyrivibrio_A_crossotus
GCA_001485395.1 Ralstonia_insidiosa
GCA_000373885.1 Blautia_coccoides
GCA_008704445.1 Streptomyces_[prasinus,prasinopilosus,hirsutus,sp000829695]
GCA_013345055.1 Bombilactobacillus_mellis
GCA_001688905.2 Turicimonas_muris
GCA_013034605.1 Ruegeria_sp013111185
GCA_013110855.1 Ruegeria_sp013112245
GCA_014634745.1 Leuconostoc_pseudomesenteroides
GCA_001281465.1 Cupriavidus_gilardii
GCA_003434055.1 Enterocloster_aldenensis
GCA_000834395.1 Yersinia_aldovae
GCA_000187465.1 Streptococcus_infantis
GCA_905196575.1 Megasphaera_massiliensis
GCA_001005635.1 Microbacterium_oxydans
GCA_000187105.1 Treponema_phagedenis
GCA_002302515.1 Capnocytophaga_canis
GCA_000262265.1 Haemophilus_A_parahaemolyticus
GCA_010028495.1 Nitrosotenuis_sp010028495
GCA_000786575.1 Tidjanibacter_inops_A
GCA_018383155.1 Megasphaera_sp000417505
GCA_000759835.1 Citrobacter_A_sedlakii
GCA_000204295.1 Pseudomonas_E_mendocina
GCA_000730385.1 Alteromonas_australica
GCA_008704715.1 Streptomyces_chartreusis
GCA_000485795.1 Shewanella_[bicestrii,decolorationis,sp000203935]
GCA_000695545.1 Snodgrassella_sp900094895
GCA_000615005.1 Shewanella_putrefaciens
GCA_000374605.1 Campylobacter_B_ureolyticus
GCA_000158075.1 Enterocloster_lavalensis
GCA_000154305.1 Anaerostipes_caccae
GCA_003434455.1 Anaerostipes_sp000508985
GCA_000967265.1 Bifidobacterium_asteroides_A
GCA_000493795.1 Parvimonas_micra
GCA_000685095.1 Paraburkholderia_caledonica
GCA_000469305.1 Faecalitalea_cylindroides
GCA_000185305.1 Aggregatibacter_segnis
GCA_000455825.1 Microbacterium_maritypicum_A
GCA_001400735.1 Pseudomonas_E_caricapapayae
GCA_014384985.1 TF01-11_sp001916135
GCA_905206605.1 Eubacterium_R_sp000436835
GCA_900540225.1 Dialister_sp000434475
GCA_000160055.1 Dialister_invisus
GCA_000017465.2 Campylobacter_A_curvus
GCA_000369425.1 Acinetobacter_sp002165255
GCA_000413855.1 Acinetobacter_gyllenbergii
GCA_000377405.1 Thioalkalivibrio_sp000377405
GCA_000757795.1 Methylobacterium_fujisawaense
GCA_008933155.1 Aliivibrio_finisterrensis
GCA_004019885.1 Mesorhizobium_sp004020875
GCA_014198335.1 Rhizobium_leguminosarum_N
GCA_910586135.1 CAG-485_sp002362485
GCA_007786415.1 Corynebacterium_gottingense
GCA_000223905.1 Haloarcula_hispanica
GCA_905206475.1 CAG-177_sp003514385
GCA_000423125.1 Haliea_salexigens
GCA_003515825.1 Lactobacillus_bombicola
GCA_905207265.1 Ruminococcus_E_sp900314705
GCA_003461565.1 Eisenbergiella_sp900066775
GCA_003480315.1 UBA9502_sp003478505
GCA_009494395.1 Prevotella_sp900546535
GCA_000269985.1 Kitasatospora_[cineracea,setae,phosalacinea,sp002813165,sp013364235]
GCA_001312445.1 Coprobacillus_cateniformis
GCA_000773065.1 Burkholderia_sp001524625
GCA_000687355.2 Aeromonas_enteropelogenes
GCA_003224315.1 Curtobacterium_sp003224335
GCA_000292935.1 Fusobacterium_hwasookii
GCA_000015865.1 Hungateiclostridium_thermocellum
GCA_013302295.1 Blautia_A_schinkii
GCA_002495685.1 UBA412_sp002495685
GCA_003138575.1 Bog-756_sp003138855
GCA_003161715.1 Fen-455_sp003139355
GCA_003142875.1 Smithella_sp003139775
GCA_003154935.1 Bog-209_sp003162935
GCA_003131345.1 Elarobacter_winogradskyi
GCA_000368025.1 Acinetobacter_parvus
GCA_003573935.1 Blattabacterium_punctulatus
GCA_002931055.1 Pseudoclavibacter_sp002931055
GCA_900129135.1 Lactonifactor_sp009677585
GCA_003035445.1 Staphylococcus_devriesei
GCA_000740015.1 Vibrio_diazotrophicus
GCA_000221605.2 F0422_sp001553345
GCA_000008765.1 Clostridium_S_acetobutylicum
GCA_000019485.1 Limnothrix_sp001693275
GCA_000204135.1 Chlamydophila_pecorum
GCA_002472155.1 Selenomonas_C_[sp900318215,sp900315575,sp902780535]
GCA_903952515.1 F1-60-MAGs104_sp903961015
GCA_903864625.1 CAIUMH01_sp903900235
GCA_903939515.1 SXXZ01_sp903939515
GCA_903861835.1 CAIOVX01_sp903861835
GCA_903863095.1 CAIKVZ01_sp903838565
GCA_903828795.1 CAIYLH01_sp903879335
GCA_903905205.1 UBA6136_sp007280285
GCA_903824635.1 BOG-930_sp903907955
GCA_903887375.1 CAISPN01_sp903887375
GCA_903919255.1 Opi-474_sp903825285
GCA_903820085.1 Chlorobium_sp903820085
GCA_000159115.1 Corynebacterium_accolens
GCA_003634345.1 Coprobacter_fastidiosus
GCA_000239335.1 Yokenella_regensburgei
GCA_902765715.1 RUG472_sp902768995
GCA_017434435.1 UBA1777_sp900317375
GCA_902798875.1 RUG163_sp900316995
GCA_902771855.1 Prevotella_sp900315955
GCA_902762915.1 Eubacterium_T_pyruvativorans
GCA_002168225.1 TMED2_sp002168225
GCA_002159845.1 Anaeromassilibacillus_sp002159845
GCA_000311845.1 Enorma_massiliensis
GCA_002119605.1 UBA4871_sp002119605
GCA_002101845.1 Mycobacterium_riyadhense
GCA_019551475.1 Prevotella_sp900314915
GCA_000275725.1 Halomonas_[hamiltonii,stevensii]
GCA_018820045.1 Acidovorax_s__specI_v4_01576
GCA_003035045.1 Staphylococcus_A_pasteuri
GCA_018698135.1 g__specI_v4_01578_s__specI_v4_01578
GCA_018674095.1 GCA-2722105_s__specI_v4_01579
GCA_017976505.1 Comamonas_kerstersii
GCA_000015745.1 Geobacillus_thermodenitrificans
GCA_000635495.1 Prochlorococcus_A_sp000635495
GCA_000024685.1 Paenibacillus_lautus_A
GCA_000419765.1 Rhizobium_[mongolense,azibense,yanglingense,loessense]
GCA_002913065.1 Campylobacter_A_concisus_B
GCA_001298465.1 Campylobacter_A_concisus
GCA_018258955.1 Roseofilum_sp002340255
GCA_017463585.1 Alistipes_s__specI_v4_01588
GCA_001552965.1 Corynebacterium_phoceense
GCA_900182685.1 Dietzia_maris
GCA_001570845.1 Dietzia_cinnamea
GCA_009887035.1 LGRT01_sp001642945
GCA_016715245.1 g__specI_v4_01593_s__specI_v4_01593
GCA_000163295.1 Anaerococcus_obesiensis
GCA_001770695.1 Hydrogenophaga_sp003509765
GCA_000429085.1 Streptomyces_[chryseus,agglomeratus,flavidovirens,albidochromogenes]
GCA_902775745.1 Prevotella_sp900316285
GCA_000828755.1 Pseudomonas_A_sp004010935
GCA_902362535.1 Bacteroides_finegoldii
GCA_910575745.1 Bacteroides_acidifaciens
GCA_018616275.1 Tenacibaculum_dicentrarchi
GCA_001571305.1 Erwinia_persicina
GCA_001061665.1 Rothia_mucilaginosa_A
GCA_014876175.1 Rufibacter_s__specI_v4_01604
GCA_001311035.1 Schaedlerella_glycyrrhizinilytica
GCA_000154345.1 Clostridium_A_leptum
GCA_001020515.1 Chromobacterium_subtsugae
GCA_002902455.1 Staphylococcus_auricularis
GCA_001499915.1 Mycobacterium_lehmannii
GCA_900465905.1 Mycoplana_sp900469965
GCA_013792135.1 UBA2270_sp002347745
GCA_014836545.1 Stenotrophomonas_sp002836635
GCA_014841295.1 Pseudomonas_E_sp900589395
GCA_014584615.1 OLB8_sp001567405
GCA_018649425.1 OPU3-GD-OMZ_sp001901525
GCA_003732465.1 Pseudomonas_E_sp900156465
GCA_000371885.1 Amycolatopsis_[thermalba,methanolica,thermoflava,deserti,sp000231075]
GCA_020028255.1 TA-21_sp014523495
GCA_001105765.1 Yersinia_frederiksenii_A
GCA_000233455.1 Enterocloster_citroniae
GCA_900299025.1 UBA3064_sp005787245
GCA_018970385.1 CAIUCS01_sp903897715
GCA_000364245.1 Schaedlerella_arabinosiphila
GCA_001042895.1 Pseudomonas_E_psychrophila
GCA_000176515.1 Enterovibrio_hollisae
GCA_014696815.1 Dolichospermum_sp001277295
GCA_001483945.1 Herbaspirillum_rubrisubalbicans
GCA_000798915.1 Pseudomonas_E_khazarica
GCA_002752215.1 Leucobacter_sp002752355
GCA_900115845.1 Bacillus_I_filamentosus
GCA_001581995.1 Mycobacterium_phlei
GCA_003025455.1 Photobacterium_iliopiscarium
GCA_000817975.1 Azotobacter_chroococcum
GCA_006176035.1 Campylobacter_D_armoricus
GCA_001552115.1 Glutamicibacter_nicotianae
GCA_001423585.1 Xanthomonas_sp001423585
GCA_000016785.1 Thermotoga_petrophila
GCA_003573975.1 Lawsonibacter_sp900066825
GCA_000755535.1 Leclercia_sp000755535
GCA_000161255.1 Bacillus_A_cereus_S
GCA_005670655.1 Mycobacterium_phocaicum
GCA_000620845.1 Exiguobacterium_marinum
GCA_000213315.2 Paenibacillus_G_elgii
GCA_009176225.1 Limnospira_platensis
GCA_000688415.1 Corynebacterium_pseudodiphtheriticum
GCA_000091785.1 Legionella_longbeachae
GCA_000565345.1 Salinivibrio_costicola
GCA_000522545.2 Paraburkholderia_caribensis
GCA_003435485.1 Eisenbergiella_massiliensis
GCA_000466185.1 Actinomyces_graevenitzii
GCA_900538735.1 Clostridium_sp001916075
GCA_900538545.1 CAG-1427_sp000435675
GCA_018375195.1 Dysosmobacter_welbionis
GCA_003480745.1 TF01-11_sp001414325
GCA_003481445.1 TF01-11_sp003529475
GCA_000429005.1 Novosphingobium_acidiphilum
GCA_000420985.1 Butyrivibrio_fibrisolvens_C
GCA_004803835.1 Campylobacter_A_sp004803835
GCA_000771225.1 Bifidobacterium_pseudolongum
GCA_001649535.1 Agrobacterium_rhizogenes_A
GCA_900012565.1 Agrobacterium_salinitolerans
GCA_000247715.1 Gordonia_polyisoprenivorans
GCA_902761335.1 UBA2810_sp900317945
GCA_000302415.1 Acinetobacter_sp000369525
GCA_000517265.1 Photorhabdus_[khanii,thracensis,tasmaniensis]
GCA_000353285.1 Leptolyngbya_boryana
GCA_004342725.1 Chelonobacter_aquarius
GCA_002294945.1 Mesorhizobium_sp002294945
GCA_002211295.1 Rhizobium_sp001664485
GCA_019684195.1 Rhizobium_leguminosarum_O
GCA_000315095.1 Kuenenia_stuttgartiensis
GCA_010672745.1 Okeania_hirsuta
GCA_000308475.2 Nocardia_brasiliensis
GCA_016848925.1 Thiodiazotropha_endoloripes_B
GCA_003416765.1 Olsenella_E_sp003609875
GCA_013521025.1 Palsa-1315_sp002737345
GCA_000280865.2 Streptomyces_sioyaensis
GCA_003433745.1 NSJ-61_sp003433845
GCA_000156055.1 Peptacetobacter_hiranonis
GCA_000431855.1 Pseudoruminococcus_massiliensis
GCA_003019655.1 Fusobacterium_A_varium
GCA_000428925.1 Furfurilactobacillus_rossiae
GCA_003340315.1 Slackia_A_isoflavoniconvertens
GCA_017255215.1 Nitratireductor_sp003296175
GCA_000518045.1 Streptomyces_[gardneri,sp001426585,narbonensis]
GCA_000248055.2 Gordonia_[jacobaea,sputi]
GCA_003003055.1 NBD-18_sp003003055
GCA_000462205.1 Chromobacterium_vaccinii_A
GCA_000220705.2 Streptomyces_xinghaiensis
GCA_000144085.1 Cutibacterium_humerusii
GCA_001273755.1 Peribacillus_butanolivorans
GCA_900002265.1 Serratia_symbiotica
GCA_000424605.1 Prevotella_bryantii
GCA_001187875.1 Pseudomonas_E_coleopterorum
GCA_002363955.1 Methylophaga_sp002363955
GCA_000176355.1 Alteriqipengyuania_bathyomarina
GCA_009695845.1 Olsenella_umbonata
GCA_902781835.1 Absicoccus_porci
GCA_900314985.1 Prevotella_sp900314985
GCA_903960645.1 F1-60-MAGs149_sp903960645
GCA_903945375.1 Methylovulum_sp903945375
GCA_903862795.1 Pseudopelobacter_sp903939115
GCA_903873305.1 Chlorobium_sp903994455
GCA_903851765.1 Fen-1231_sp903882745
GCA_903828695.1 CAINMN01_sp903828695
GCA_903908165.1 KS41_sp903908165
GCA_903884795.1 SXON01_sp903885375
GCA_903874755.1 Ga0077560_sp903896045
GCA_019357575.1 Macrococcus_B_bohemicus
GCA_902795065.1 RUG721_sp900321745
GCA_902780835.1 Sodaliphilus_sp900320055
GCA_902801475.1 UBA4334_sp902801475
GCA_000383935.1 Streptomyces_sp000383935
GCA_003671475.1 Ketobacter_sp002471665
GCA_001434195.1 Lactobacillus_kefiranofaciens
GCA_003096215.1 Bacillus_J_thermoamylovorans
GCA_905205585.1 Eubacterium_I_ramulus_A
GCA_000187955.3 Streptococcus_porcinus
GCA_000013905.1 Psychrobacter_cryohalolentis
GCA_902790105.1 RC9_sp900318955
GCA_900318085.1 F082_sp900318085
GCA_902799645.1 RF16_sp900317745
GCA_902782075.1 CAG-791_sp900318875
GCA_902781395.1 RUG099_sp900315485
GCA_002189065.1 Methyloprofundus_sp002189065
